ModelPartsID,ModelYear,CarLineCode,TrimLevel,PartNumber,AccessoryName,AccessoryNameFR,AdditionalDescriptionEn,AdditionalDescriptionFr,RestrictionEn,RestrictionFr,PartResidualVal,IsPopular,MSRP,StandardInstallTime,DisplayOrder
2708,2023,M3SG,SXTM83AA00,BCYC509H0,Roof Rack - Roof Moulding - Right,Porte-bagages de toit - Moulure de toit - Droite,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2709,2023,M3SG,SXTM83AA04,BCYC509H0,Roof Rack - Roof Moulding - Right,Porte-bagages de toit - Moulure de toit - Droite,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2710,2023,M3SG,SVXK83AA00,BCYC509H0,Roof Rack - Roof Moulding - Right,Porte-bagages de toit - Moulure de toit - Droite,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2711,2023,M3SG,SVXK63AA00,BCYC509H0,Roof Rack - Roof Moulding - Right,Porte-bagages de toit - Moulure de toit - Droite,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2712,2023,M3SG,SVSK83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2713,2023,M3SG,SVSK83LP00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2714,2023,M3SG,SVSK63AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2715,2023,M3SG,SXSL83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2716,2023,M3SG,SXSL83LP00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2717,2023,M3SG,SXTL83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2718,2023,M3SG,SXTL83AA04,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2719,2023,M3SG,SVTL83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2720,2023,M3SG,SVTL83AA04,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2721,2023,M3SG,SVTL63AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2722,2023,M3SG,SVTL63AA04,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2723,2023,M3SG,SXTM83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2724,2023,M3SG,SXTM83AA04,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2725,2023,M3SG,SVXK83AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2726,2023,M3SG,SVXK63AA00,BCYC509L0,Roof Rack - Roof Moulding - Left,Porte-bagages de toit - Moulure de toit - Gauche,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",,,,FALSE,75.5,0.1,701
2727,2023,M3SG,SVSK83AA00,BEMFV3700,Wind Deflector - Side,Déflecteur d’air - Latéral,Looking for a quieter driving environment? Door visors help reduce wind noise and keep inclement weather outside while you let fresh air in.  ,Vous aimez conduire dans le calme et la sérénité? Ces déflecteurs de glace contribuent à réduire le bruit du vent et à vous protéger des intempéries tout en laissant entrer l’air frais.  ,,,,FALSE,225,0.4,305
2728,2023,M3SG,SVSK83LP00,BEMFV3700,Wind Deflector - Side,Déflecteur d’air - Latéral,Looking for a quieter driving environment? Door visors help reduce wind noise and keep inclement weather outside while you let fresh air in.  ,Vous aimez conduire dans le calme et la sérénité? Ces déflecteurs de glace contribuent à réduire le bruit du vent et à vous protéger des intempéries tout en laissant entrer l’air frais.  ,,,,FALSE,225,0.4,305
2729,2023,M3SG,SVSK63AA00,BEMFV3700,Wind Deflector - Side,Déflecteur d’air - Latéral,Looking for a quieter driving environment? Door visors help reduce wind noise and keep inclement weather outside while you let fresh air in.  ,Vous aimez conduire dans le calme et la sérénité? Ces déflecteurs de glace contribuent à réduire le bruit du vent et à vous protéger des intempéries tout en laissant entrer l’air frais.  ,,,,FALSE,225,0.4,305
2730,2023,M3SG,SXSL83AA00,BEMFV3700,Wind Deflector - Side,Déflecteur d’air - Latéral,Looking for a quieter driving environment? Door visors help reduce wind noise and keep inclement weather outside while you let fresh air in.  ,Vous aimez conduire dans le calme et la sérénité? Ces déflecteurs de glace contribuent à réduire le bruit du vent et à vous protéger des intempéries tout en laissant entrer l’air frais.  ,,,,FALSE,225,0.4,305
